Source	Target	Species	Target Score	Target Description	SourceType	TargetType
miR-214-3p	BCL11A	Human	91	BCL11A, BAF complex component	miRNA	mRNA
miR-214-3p	ZBTB39	Human	91	zinc finger and BTB domain containing 39	miRNA	mRNA
miR-214-3p	MTA3	Human	91	metastasis associated 1 family member 3	miRNA	mRNA
miR-214-3p	NFATC2	Human	91	nuclear factor of activated T cells 2	miRNA	mRNA
miR-214-3p	SLC25A39	Human	91	solute carrier family 25 member 39	miRNA	mRNA
miR-214-3p	PURB	Human	91	purine rich element binding protein B	miRNA	mRNA
miR-214-3p	PPP6C	Human	91	protein phosphatase 6 catalytic subunit	miRNA	mRNA
miR-214-3p	NUFIP2	Human	91	nuclear FMR1 interacting protein 2	miRNA	mRNA
miR-214-3p	TMEM248	Human	91	transmembrane protein 248	miRNA	mRNA
miR-214-5p	ARSB	Human	91	arylsulfatase B	miRNA	mRNA
miR-214-5p	AWAT1	Human	91	acyl-CoA wax alcohol acyltransferase 1	miRNA	mRNA
miR-214-5p	ARHGAP28	Human	91	Rho GTPase activating protein 28	miRNA	mRNA
miR-214-5p	RPS6KC1	Human	91	ribosomal protein S6 kinase C1	miRNA	mRNA
miR-29c-3p	TFAP2C	Human	91	transcription factor AP-2 gamma	miRNA	mRNA
miR-29c-3p	RAPGEFL1	Human	91	Rap guanine nucleotide exchange factor like 1	miRNA	mRNA
miR-29c-3p	NCKAP5	Human	91	NCK associated protein 5	miRNA	mRNA
miR-29c-3p	ZMIZ1	Human	91	zinc finger MIZ-type containing 1	miRNA	mRNA
miR-29c-3p	BTG2	Human	91	BTG anti-proliferation factor 2	miRNA	mRNA
miR-29c-3p	ENHO	Human	91	energy homeostasis associated	miRNA	mRNA
miR-29c-3p	MAPRE1	Human	91	microtubule associated protein RP/EB family member 1	miRNA	mRNA
miR-29c-3p	ELMSAN1	Human	91	ELM2 and Myb/SANT domain containing 1	miRNA	mRNA
miR-29c-3p	EIF3J	Human	91	eukaryotic translation initiation factor 3 subunit J	miRNA	mRNA
miR-29c-3p	SAMD4A	Human	91	sterile alpha motif domain containing 4A	miRNA	mRNA
miR-29c-3p	FSTL1	Human	91	follistatin like 1	miRNA	mRNA
miR-29c-3p	PPM1E	Human	91	protein phosphatase, Mg2+/Mn2+ dependent 1E	miRNA	mRNA
miR-29c-3p	C12orf40	Human	91	chromosome 12 open reading frame 40	miRNA	mRNA
miR-29c-3p	WDFY1	Human	91	WD repeat and FYVE domain containing 1	miRNA	mRNA
miR-29c-3p	ANKRD13C	Human	91	ankyrin repeat domain 13C	miRNA	mRNA
miR-29c-3p	STX16	Human	91	syntaxin 16	miRNA	mRNA
miR-29c-3p	EML5	Human	91	EMAP like 5	miRNA	mRNA
miR-29c-3p	ATRN	Human	91	attractin	miRNA	mRNA
miR-29c-3p	GPX7	Human	91	glutathione peroxidase 7	miRNA	mRNA
miR-29c-3p	ZNF704	Human	91	zinc finger protein 704	miRNA	mRNA
miR-29c-3p	IL1RAP	Human	91	interleukin 1 receptor accessory protein	miRNA	mRNA
miR-29c-3p	FBXW7	Human	91	F-box and WD repeat domain containing 7	miRNA	mRNA
miR-29c-3p	KIF26B	Human	91	kinesin family member 26B	miRNA	mRNA
miR-29c-3p	ZNF469	Human	91	zinc finger protein 469	miRNA	mRNA
miR-29c-3p	HRK	Human	91	harakiri, BCL2 interacting protein	miRNA	mRNA
miR-29c-3p	COL22A1	Human	91	collagen type XXII alpha 1 chain	miRNA	mRNA
miR-29c-3p	USP6NL	Human	91	USP6 N-terminal like	miRNA	mRNA
miR-29c-3p	SH3PXD2A	Human	91	SH3 and PX domains 2A	miRNA	mRNA
miR-29c-3p	RARB	Human	91	retinoic acid receptor beta	miRNA	mRNA
miR-140-3p	PTGDR	Human	90	prostaglandin D2 receptor	miRNA	mRNA
miR-140-3p	ANKHD1-EIF4EBP3	Human	90	ANKHD1-EIF4EBP3 readthrough	miRNA	mRNA
miR-140-3p	RBFOX2	Human	90	RNA binding fox-1 homolog 2	miRNA	mRNA
miR-140-3p	EIF4EBP3	Human	90	eukaryotic translation initiation factor 4E binding protein 3	miRNA	mRNA
miR-140-3p	DNAJC24	Human	90	DnaJ heat shock protein family (Hsp40) member C24	miRNA	mRNA
miR-140-3p	WDFY1	Human	90	WD repeat and FYVE domain containing 1	miRNA	mRNA
miR-140-3p	HIPK3	Human	90	homeodomain interacting protein kinase 3	miRNA	mRNA
miR-140-3p	IQCJ-SCHIP1	Human	90	IQCJ-SCHIP1 readthrough	miRNA	mRNA
miR-15b-5p	WIPI2	Human	90	WD repeat domain, phosphoinositide interacting 2	miRNA	mRNA
miR-15b-5p	TFCP2L1	Human	90	transcription factor CP2 like 1	miRNA	mRNA
miR-15b-5p	CDK5R1	Human	90	cyclin dependent kinase 5 regulatory subunit 1	miRNA	mRNA
miR-15b-5p	CACNA2D1	Human	90	calcium voltage-gated channel auxiliary subunit alpha2delta 1	miRNA	mRNA
miR-15b-5p	TGFBR3	Human	90	transforming growth factor beta receptor 3	miRNA	mRNA
miR-15b-5p	FAM133B	Human	90	family with sequence similarity 133 member B	miRNA	mRNA
miR-15b-5p	UBQLNL	Human	90	ubiquilin like	miRNA	mRNA
miR-15b-5p	TRIM66	Human	90	tripartite motif containing 66	miRNA	mRNA
miR-15b-5p	ELMSAN1	Human	90	ELM2 and Myb/SANT domain containing 1	miRNA	mRNA
miR-15b-5p	AK4	Human	90	adenylate kinase 4	miRNA	mRNA
miR-15b-5p	ABHD2	Human	90	abhydrolase domain containing 2	miRNA	mRNA
miR-15b-5p	C1orf21	Human	90	chromosome 1 open reading frame 21	miRNA	mRNA
miR-15b-5p	NRN1	Human	90	neuritin 1	miRNA	mRNA
miR-15b-5p	ADGRL1	Human	90	adhesion G protein-coupled receptor L1	miRNA	mRNA
miR-15b-5p	JARID2	Human	90	jumonji and AT-rich interaction domain containing 2	miRNA	mRNA
miR-15b-5p	SYNRG	Human	90	synergin gamma	miRNA	mRNA
miR-15b-5p	USP31	Human	90	ubiquitin specific peptidase 31	miRNA	mRNA
miR-15b-5p	CD47	Human	90	CD47 molecule	miRNA	mRNA
miR-15b-5p	SEMA3A	Human	90	semaphorin 3A	miRNA	mRNA
miR-15b-5p	LRIG1	Human	90	leucine rich repeats and immunoglobulin like domains 1	miRNA	mRNA
miR-15b-5p	TMC7	Human	90	transmembrane channel like 7	miRNA	mRNA
miR-15b-5p	DENND1B	Human	90	DENN domain containing 1B	miRNA	mRNA
miR-15b-5p	RAB9B	Human	90	RAB9B, member RAS oncogene family	miRNA	mRNA
miR-15b-5p	AMOT	Human	90	angiomotin	miRNA	mRNA
miR-15b-5p	FERMT2	Human	90	fermitin family member 2	miRNA	mRNA
miR-15b-5p	ILDR2	Human	90	immunoglobulin like domain containing receptor 2	miRNA	mRNA
miR-15b-5p	CSRNP1	Human	90	cysteine and serine rich nuclear protein 1	miRNA	mRNA
miR-15b-5p	NR2C2	Human	90	nuclear receptor subfamily 2 group C member 2	miRNA	mRNA
miR-15b-5p	ELL	Human	90	elongation factor for RNA polymerase II	miRNA	mRNA
miR-15b-5p	C12orf76	Human	90	chromosome 12 open reading frame 76	miRNA	mRNA
miR-15b-5p	BAG4	Human	90	BCL2 associated athanogene 4	miRNA	mRNA
miR-193b-3p	MARF1	Human	90	meiosis regulator and mRNA stability factor 1	miRNA	mRNA
miR-193b-3p	SIAH1	Human	90	siah E3 ubiquitin protein ligase 1	miRNA	mRNA
miR-193b-3p	SLC10A6	Human	90	solute carrier family 10 member 6	miRNA	mRNA
miR-193b-3p	ARHGEF12	Human	90	Rho guanine nucleotide exchange factor 12	miRNA	mRNA
miR-193b-3p	RRAS2	Human	90	RAS related 2	miRNA	mRNA
miR-199a-3p	APLF	Human	90	aprataxin and PNKP like factor	miRNA	mRNA
miR-199a-3p	AMZ2	Human	90	archaelysin family metallopeptidase 2	miRNA	mRNA
miR-199a-3p	DCBLD2	Human	90	discoidin, CUB and LCCL domain containing 2	miRNA	mRNA
miR-199a-3p	ITPK1	Human	90	inositol-tetrakisphosphate 1-kinase	miRNA	mRNA
miR-199a-3p	C2orf49	Human	90	chromosome 2 open reading frame 49	miRNA	mRNA
miR-199a-3p	MS4A7	Human	90	membrane spanning 4-domains A7	miRNA	mRNA
miR-199a-3p	PON2	Human	90	paraoxonase 2	miRNA	mRNA
miR-199a-3p	NLK	Human	90	nemo like kinase	miRNA	mRNA
miR-214-3p	BTAF1	Human	90	B-TFIID TATA-box binding protein associated factor 1	miRNA	mRNA
miR-214-3p	ACSL1	Human	90	acyl-CoA synthetase long chain family member 1	miRNA	mRNA
miR-214-3p	MEAF6	Human	90	MYST/Esa1 associated factor 6	miRNA	mRNA
miR-214-3p	JAKMIP2	Human	90	janus kinase and microtubule interacting protein 2	miRNA	mRNA
miR-214-3p	PRR23B	Human	90	proline rich 23B	miRNA	mRNA
miR-214-3p	ZNF609	Human	90	zinc finger protein 609	miRNA	mRNA
miR-214-3p	SARM1	Human	90	sterile alpha and TIR motif containing 1	miRNA	mRNA
miR-214-3p	CRKL	Human	90	CRK like proto-oncogene, adaptor protein	miRNA	mRNA
miR-214-3p	FAM19A4	Human	90	family with sequence similarity 19 member A4, C-C motif chemokine like	miRNA	mRNA
miR-214-3p	RAB4B	Human	90	RAB4B, member RAS oncogene family	miRNA	mRNA
miR-214-3p	RALGAPB	Human	90	Ral GTPase activating protein non-catalytic beta subunit	miRNA	mRNA
miR-214-3p	ATP8A1	Human	90	ATPase phospholipid transporting 8A1	miRNA	mRNA
miR-214-3p	UBL4B	Human	90	ubiquitin like 4B	miRNA	mRNA
miR-214-3p	ADSS	Human	90	adenylosuccinate synthase	miRNA	mRNA
miR-214-5p	GCNT4	Human	90	glucosaminyl (N-acetyl) transferase 4	miRNA	mRNA
miR-214-5p	KDM2A	Human	90	lysine demethylase 2A	miRNA	mRNA
miR-214-5p	SNAPC5	Human	90	small nuclear RNA activating complex polypeptide 5	miRNA	mRNA
miR-29c-3p	CD276	Human	90	CD276 molecule	miRNA	mRNA
miR-29c-3p	PCDHA8	Human	90	protocadherin alpha 8	miRNA	mRNA
miR-29c-3p	PAN2	Human	90	poly(A) specific ribonuclease subunit PAN2	miRNA	mRNA
miR-29c-3p	MAPKBP1	Human	90	mitogen-activated protein kinase binding protein 1	miRNA	mRNA
miR-29c-3p	COL6A3	Human	90	collagen type VI alpha 3 chain	miRNA	mRNA
miR-29c-3p	PPP1R15B	Human	90	protein phosphatase 1 regulatory subunit 15B	miRNA	mRNA
miR-29c-3p	B3GNT5	Human	90	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5	miRNA	mRNA
miR-29c-3p	SLC30A3	Human	90	solute carrier family 30 member 3	miRNA	mRNA
miR-29c-3p	FER	Human	90	FER tyrosine kinase	miRNA	mRNA
miR-29c-3p	ANKRD13B	Human	90	ankyrin repeat domain 13B	miRNA	mRNA
miR-29c-3p	SMIM17	Human	90	small integral membrane protein 17	miRNA	mRNA
miR-29c-3p	EPC1	Human	90	enhancer of polycomb homolog 1	miRNA	mRNA
miR-29c-3p	FAM168B	Human	90	family with sequence similarity 168 member B	miRNA	mRNA
miR-29c-3p	STMN2	Human	90	stathmin 2	miRNA	mRNA
miR-29c-3p	TNFRSF1A	Human	90	TNF receptor superfamily member 1A	miRNA	mRNA
miR-29c-3p	ZNF28	Human	90	zinc finger protein 28	miRNA	mRNA
miR-29c-3p	ING2	Human	90	inhibitor of growth family member 2	miRNA	mRNA
miR-29c-3p	SH3BP5L	Human	90	SH3 binding domain protein 5 like	miRNA	mRNA
miR-29c-3p	SLC6A14	Human	90	solute carrier family 6 member 14	miRNA	mRNA
miR-29c-3p	GPATCH2	Human	90	G-patch domain containing 2	miRNA	mRNA
miR-29c-3p	PCSK5	Human	90	proprotein convertase subtilisin/kexin type 5	miRNA	mRNA
miR-29c-3p	RIC1	Human	90	RIC1 homolog, RAB6A GEF complex partner 1	miRNA	mRNA
miR-29c-3p	PPP1R13B	Human	90	protein phosphatase 1 regulatory subunit 13B	miRNA	mRNA
miR-29c-3p	COL1A2	Human	90	collagen type I alpha 2 chain	miRNA	mRNA
miR-29c-3p	KIAA1549	Human	90	KIAA1549	miRNA	mRNA
miR-29c-3p	CRISPLD1	Human	90	cysteine rich secretory protein LCCL domain containing 1	miRNA	mRNA
miR-29c-3p	FERMT2	Human	90	fermitin family member 2	miRNA	mRNA
miR-29c-3p	NPAS3	Human	90	neuronal PAS domain protein 3	miRNA	mRNA
miR-29c-3p	LOXL2	Human	90	lysyl oxidase like 2	miRNA	mRNA
miR-29c-3p	KLHL28	Human	90	kelch like family member 28	miRNA	mRNA
miR-140-3p	Gm14440	Mouse	100	predicted gene 14440	miRNA	mRNA
miR-15b-5p	Pappa	Mouse	100	pregnancy-associated plasma protein A	miRNA	mRNA
miR-199a-3p	Adamtsl3	Mouse	100	ADAMTS-like 3	miRNA	mRNA
miR-1b-5p	Pes1	Mouse	100	pescadillo ribosomal biogenesis factor 1	miRNA	mRNA
miR-1b-5p	Kat7	Mouse	100	K(lysine) acetyltransferase 7	miRNA	mRNA
miR-1b-5p	Olfr658	Mouse	100	olfactory receptor 658	miRNA	mRNA
miR-1b-5p	Pfkfb2	Mouse	100	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2	miRNA	mRNA
miR-1b-5p	Unk	Mouse	100	unkempt family zinc finger	miRNA	mRNA
miR-29c-3p	Nav1	Mouse	100	neuron navigator 1	miRNA	mRNA
miR-29c-3p	Col5a1	Mouse	100	collagen, type V, alpha 1	miRNA	mRNA
miR-29c-3p	Tet2	Mouse	100	tet methylcytosine dioxygenase 2	miRNA	mRNA
miR-29c-3p	Tet3	Mouse	100	tet methylcytosine dioxygenase 3	miRNA	mRNA
miR-29c-3p	Sestd1	Mouse	100	SEC14 and spectrin domains 1	miRNA	mRNA
miR-320-3p	Arpp19	Mouse	100	cAMP-regulated phosphoprotein 19	miRNA	mRNA
miR-320-3p	Pigk	Mouse	100	phosphatidylinositol glycan anchor biosynthesis, class K	miRNA	mRNA
miR-320-3p	Onecut2	Mouse	100	one cut domain, family member 2	miRNA	mRNA
miR-499-5p	Myef2	Mouse	100	myelin basic protein expression factor 2, repressor	miRNA	mRNA
miR-499-5p	Pgap1	Mouse	100	post-GPI attachment to proteins 1	miRNA	mRNA
miR-140-3p	Zfp131	Mouse	99	zinc finger protein 131	miRNA	mRNA
miR-15b-5p	Ubfd1	Mouse	99	ubiquitin family domain containing 1	miRNA	mRNA
miR-15b-5p	Plxna4	Mouse	99	plexin A4	miRNA	mRNA
miR-15b-5p	Akt3	Mouse	99	thymoma viral proto-oncogene 3	miRNA	mRNA
miR-15b-5p	Cpeb2	Mouse	99	cytoplasmic polyadenylation element binding protein 2	miRNA	mRNA
miR-15b-5p	Mapkap1	Mouse	99	mitogen-activated protein kinase associated protein 1	miRNA	mRNA
miR-15b-5p	Rasgef1b	Mouse	99	RasGEF domain family, member 1B	miRNA	mRNA
miR-15b-5p	Arl2	Mouse	99	ADP-ribosylation factor-like 2	miRNA	mRNA
miR-199a-3p	Itga3	Mouse	99	integrin alpha 3	miRNA	mRNA
miR-199a-3p	Cd151	Mouse	99	CD151 antigen	miRNA	mRNA
miR-199a-3p	Celsr2	Mouse	99	cadherin, EGF LAG seven-pass G-type receptor 2	miRNA	mRNA
miR-1b-5p	Neurog2	Mouse	99	neurogenin 2	miRNA	mRNA
miR-1b-5p	Chd2	Mouse	99	chromodomain helicase DNA binding protein 2	miRNA	mRNA
miR-214-3p	Luzp1	Mouse	99	leucine zipper protein 1	miRNA	mRNA
miR-214-3p	Dolpp1	Mouse	99	dolichyl pyrophosphate phosphatase 1	miRNA	mRNA
miR-214-3p	Snx12	Mouse	99	sorting nexin 12	miRNA	mRNA
miR-214-3p	Usp20	Mouse	99	ubiquitin specific peptidase 20	miRNA	mRNA
miR-214-3p	Cpsf4	Mouse	99	cleavage and polyadenylation specific factor 4	miRNA	mRNA
miR-29c-3p	Col9a1	Mouse	99	collagen, type IX, alpha 1	miRNA	mRNA
miR-29c-3p	Adamts17	Mouse	99	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 17	miRNA	mRNA
miR-29c-3p	Col11a1	Mouse	99	collagen, type XI, alpha 1	miRNA	mRNA
miR-29c-3p	Nexmif	Mouse	99	neurite extension and migration factor	miRNA	mRNA
miR-29c-3p	Fbn1	Mouse	99	fibrillin 1	miRNA	mRNA
miR-29c-3p	Col4a5	Mouse	99	collagen, type IV, alpha 5	miRNA	mRNA
miR-29c-3p	Nasp	Mouse	99	nuclear autoantigenic sperm protein (histone-binding)	miRNA	mRNA
miR-29c-3p	Atad2b	Mouse	99	ATPase family, AAA domain containing 2B	miRNA	mRNA
miR-29c-3p	Col3a1	Mouse	99	collagen, type III, alpha 1	miRNA	mRNA
miR-29c-3p	Col5a2	Mouse	99	collagen, type V, alpha 2	miRNA	mRNA
miR-29c-3p	Col5a3	Mouse	99	collagen, type V, alpha 3	miRNA	mRNA
miR-29c-3p	Eln	Mouse	99	elastin	miRNA	mRNA
miR-320-3p	Tmem64	Mouse	99	transmembrane protein 64	miRNA	mRNA
miR-320-3p	Pan3	Mouse	99	PAN3 poly(A) specific ribonuclease subunit	miRNA	mRNA
miR-499-5p	Sox6	Mouse	99	SRY (sex determining region Y)-box 6	miRNA	mRNA
miR-499-5p	Rsbn1	Mouse	99	rosbin, round spermatid basic protein 1	miRNA	mRNA
miR-499-5p	Abhd17b	Mouse	99	abhydrolase domain containing 17B	miRNA	mRNA
miR-140-3p	Git1	Mouse	98	GIT ArfGAP 1	miRNA	mRNA
miR-15b-5p	Syde2	Mouse	98	synapse defective 1, Rho GTPase, homolog 2 (C. elegans)	miRNA	mRNA
miR-15b-5p	Luzp1	Mouse	98	leucine zipper protein 1	miRNA	mRNA
miR-15b-5p	Ahcyl2	Mouse	98	S-adenosylhomocysteine hydrolase-like 2	miRNA	mRNA
miR-15b-5p	Tnrc6b	Mouse	98	trinucleotide repeat containing 6b	miRNA	mRNA
miR-15b-5p	Unc80	Mouse	98	unc-80, NALCN activator	miRNA	mRNA
miR-15b-5p	Rfx3	Mouse	98	regulatory factor X, 3 (influences HLA class II expression)	miRNA	mRNA
miR-15b-5p	Nectin1	Mouse	98	nectin cell adhesion molecule 1	miRNA	mRNA
miR-15b-5p	Kdsr	Mouse	98	3-ketodihydrosphingosine reductase	miRNA	mRNA
miR-15b-5p	Phf19	Mouse	98	PHD finger protein 19	miRNA	mRNA
miR-15b-5p	Dcaf7	Mouse	98	DDB1 and CUL4 associated factor 7	miRNA	mRNA
miR-15b-5p	Pacsin2	Mouse	98	protein kinase C and casein kinase substrate in neurons 2	miRNA	mRNA
miR-15b-5p	N4bp1	Mouse	98	NEDD4 binding protein 1	miRNA	mRNA
miR-15b-5p	Tmem74b	Mouse	98	transmembrane protein 74B	miRNA	mRNA
miR-15b-5p	Kcnj2	Mouse	98	potassium inwardly-rectifying channel, subfamily J, member 2	miRNA	mRNA
miR-15b-5p	Ccnd2	Mouse	98	cyclin D2	miRNA	mRNA
miR-15b-5p	Btrc	Mouse	98	beta-transducin repeat containing protein	miRNA	mRNA
miR-15b-5p	Kif5c	Mouse	98	kinesin family member 5C	miRNA	mRNA
miR-15b-5p	Arih1	Mouse	98	ariadne RBR E3 ubiquitin protein ligase 1	miRNA	mRNA
miR-199a-3p	Nid2	Mouse	98	nidogen 2	miRNA	mRNA
miR-1b-3p	Pcdhgb7	Mouse	98	protocadherin gamma subfamily B, 7	miRNA	mRNA
miR-1b-3p	Pcdhgc5	Mouse	98	protocadherin gamma subfamily C, 5	miRNA	mRNA
miR-1b-3p	Pcdhga8	Mouse	98	protocadherin gamma subfamily A, 8	miRNA	mRNA
miR-1b-3p	Pcdhga11	Mouse	98	protocadherin gamma subfamily A, 11	miRNA	mRNA
miR-1b-3p	Pcdhga10	Mouse	98	protocadherin gamma subfamily A, 10	miRNA	mRNA
miR-1b-3p	Pcdhga7	Mouse	98	protocadherin gamma subfamily A, 7	miRNA	mRNA
miR-1b-3p	Pcdhga3	Mouse	98	protocadherin gamma subfamily A, 3	miRNA	mRNA
miR-1b-3p	Pcdhga2	Mouse	98	protocadherin gamma subfamily A, 2	miRNA	mRNA
miR-1b-3p	Pcdhga1	Mouse	98	protocadherin gamma subfamily A, 1	miRNA	mRNA
miR-1b-3p	Pcdhga9	Mouse	98	protocadherin gamma subfamily A, 9	miRNA	mRNA
miR-1b-3p	Pcdhgb8	Mouse	98	protocadherin gamma subfamily B, 8	miRNA	mRNA
miR-1b-3p	Pcdhga12	Mouse	98	protocadherin gamma subfamily A, 12	miRNA	mRNA
miR-1b-3p	Pcdhga5	Mouse	98	protocadherin gamma subfamily A, 5	miRNA	mRNA
miR-1b-3p	Pcdhgc3	Mouse	98	protocadherin gamma subfamily C, 3	miRNA	mRNA
miR-1b-3p	Tspan3	Mouse	98	tetraspanin 3	miRNA	mRNA
miR-1b-5p	Pds5b	Mouse	98	PDS5 cohesin associated factor B	miRNA	mRNA
miR-1b-5p	Ms4a4b	Mouse	98	membrane-spanning 4-domains, subfamily A, member 4B	miRNA	mRNA
miR-1b-5p	Rab11a	Mouse	98	RAB11A, member RAS oncogene family	miRNA	mRNA
miR-214-3p	Naa15	Mouse	98	N(alpha)-acetyltransferase 15, NatA auxiliary subunit	miRNA	mRNA
miR-214-3p	Il17rd	Mouse	98	interleukin 17 receptor D	miRNA	mRNA
miR-214-3p	Sall4	Mouse	98	spalt like transcription factor 4	miRNA	mRNA
miR-214-3p	Stx8	Mouse	98	syntaxin 8	miRNA	mRNA
miR-214-3p	Sema4d	Mouse	98	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D	miRNA	mRNA
miR-214-3p	Slc8a1	Mouse	98	solute carrier family 8 (sodium/calcium exchanger), member 1	miRNA	mRNA
miR-29c-3p	Sparc	Mouse	98	secreted acidic cysteine rich glycoprotein	miRNA	mRNA
miR-29c-3p	Zdhhc21	Mouse	98	zinc finger, DHHC domain containing 21	miRNA	mRNA
miR-29c-3p	Brwd3	Mouse	98	bromodomain and WD repeat domain containing 3	miRNA	mRNA
miR-29c-3p	Zfp346	Mouse	98	zinc finger protein 346	miRNA	mRNA
miR-29c-3p	Dnmt3a	Mouse	98	DNA methyltransferase 3A	miRNA	mRNA
miR-29c-3p	Purg	Mouse	98	purine-rich element binding protein G	miRNA	mRNA
miR-29c-3p	Tet1	Mouse	98	tet methylcytosine dioxygenase 1	miRNA	mRNA
miR-29c-3p	Col7a1	Mouse	98	collagen, type VII, alpha 1	miRNA	mRNA
miR-29c-3p	Zbtb5	Mouse	98	zinc finger and BTB domain containing 5	miRNA	mRNA
miR-320-3p	Spopl	Mouse	98	speckle-type POZ protein-like	miRNA	mRNA
miR-320-3p	Ppm1b	Mouse	98	protein phosphatase 1B, magnesium dependent, beta isoform	miRNA	mRNA
miR-320-3p	Ap3m1	Mouse	98	adaptor-related protein complex 3, mu 1 subunit	miRNA	mRNA
miR-320-3p	Fgd4	Mouse	98	FYVE, RhoGEF and PH domain containing 4	miRNA	mRNA
miR-320-3p	Pcdh19	Mouse	98	protocadherin 19	miRNA	mRNA
miR-320-3p	Mindy2	Mouse	98	MINDY lysine 48 deubiquitinase 2	miRNA	mRNA
miR-320-3p	Kdm7a	Mouse	98	lysine (K)-specific demethylase 7A	miRNA	mRNA
miR-140-3p	Zfp970	Mouse	97	zinc finger protein 970	miRNA	mRNA
miR-15b-5p	Ccne1	Mouse	97	cyclin E1	miRNA	mRNA
miR-15b-5p	Actr2	Mouse	97	ARP2 actin-related protein 2	miRNA	mRNA
miR-15b-5p	Wee1	Mouse	97	WEE 1 homolog 1 (S. pombe)	miRNA	mRNA
miR-15b-5p	Tll1	Mouse	97	tolloid-like	miRNA	mRNA
miR-15b-5p	Apln	Mouse	97	apelin	miRNA	mRNA
miR-15b-5p	Zbtb39	Mouse	97	zinc finger and BTB domain containing 39	miRNA	mRNA
miR-15b-5p	Nup50	Mouse	97	nucleoporin 50	miRNA	mRNA
miR-15b-5p	Ube4b	Mouse	97	ubiquitination factor E4B	miRNA	mRNA
miR-15b-5p	Usp31	Mouse	97	ubiquitin specific peptidase 31	miRNA	mRNA
miR-15b-5p	Prkar2a	Mouse	97	protein kinase, cAMP dependent regulatory, type II alpha	miRNA	mRNA
miR-15b-5p	Cdk17	Mouse	97	cyclin-dependent kinase 17	miRNA	mRNA
miR-15b-5p	Adgrl1	Mouse	97	adhesion G protein-coupled receptor L1	miRNA	mRNA
miR-193b-3p	Dcaf7	Mouse	97	DDB1 and CUL4 associated factor 7	miRNA	mRNA
miR-199a-3p	Pak4	Mouse	97	p21 (RAC1) activated kinase 4	miRNA	mRNA
miR-199a-3p	Taok1	Mouse	97	TAO kinase 1	miRNA	mRNA
miR-199a-3p	Lin28b	Mouse	97	lin-28 homolog B (C. elegans)	miRNA	mRNA
miR-199a-3p	Ankrd44	Mouse	97	ankyrin repeat domain 44	miRNA	mRNA
miR-199a-3p	Pnrc1	Mouse	97	proline-rich nuclear receptor coactivator 1	miRNA	mRNA
miR-1b-3p	Aldh3a2	Mouse	97	aldehyde dehydrogenase family 3, subfamily A2	miRNA	mRNA
miR-1b-5p	Mis18a	Mouse	97	MIS18 kinetochore protein A	miRNA	mRNA
miR-1b-5p	Mei4	Mouse	97	meiotic double-stranded break formation protein 4	miRNA	mRNA
miR-1b-5p	Psmc6	Mouse	97	proteasome (prosome, macropain) 26S subunit, ATPase, 6	miRNA	mRNA
miR-1b-5p	Tnrc6c	Mouse	97	trinucleotide repeat containing 6C	miRNA	mRNA
miR-1b-5p	Tubgcp5	Mouse	97	tubulin, gamma complex associated protein 5	miRNA	mRNA
miR-1b-5p	Riok3	Mouse	97	RIO kinase 3	miRNA	mRNA
miR-214-3p	Rubcn	Mouse	97	RUN domain and cysteine-rich domain containing, Beclin 1-interacting protein	miRNA	mRNA
miR-214-3p	Kbtbd2	Mouse	97	kelch repeat and BTB (POZ) domain containing 2	miRNA	mRNA
miR-214-3p	Ammecr1l	Mouse	97	AMME chromosomal region gene 1-like	miRNA	mRNA
miR-214-5p	Ube2k	Mouse	97	ubiquitin-conjugating enzyme E2K	miRNA	mRNA
miR-29c-3p	Pcdha11	Mouse	97	protocadherin alpha 11	miRNA	mRNA
miR-29c-3p	Pcdhac1	Mouse	97	protocadherin alpha subfamily C, 1	miRNA	mRNA
miR-29c-3p	Ifi30	Mouse	97	interferon gamma inducible protein 30	miRNA	mRNA
miR-29c-3p	Col2a1	Mouse	97	collagen, type II, alpha 1	miRNA	mRNA
miR-29c-3p	D630045J12Rik	Mouse	97	RIKEN cDNA D630045J12 gene	miRNA	mRNA
miR-29c-3p	Col19a1	Mouse	97	collagen, type XIX, alpha 1	miRNA	mRNA
miR-29c-3p	Pcdha2	Mouse	97	protocadherin alpha 2	miRNA	mRNA
miR-29c-3p	Adamts18	Mouse	97	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 18	miRNA	mRNA
miR-29c-3p	Pcdha7	Mouse	97	protocadherin alpha 7	miRNA	mRNA
miR-29c-3p	C1qtnf6	Mouse	97	C1q and tumor necrosis factor related protein 6	miRNA	mRNA
miR-29c-3p	Col4a1	Mouse	97	collagen, type IV, alpha 1	miRNA	mRNA
miR-29c-3p	Rab30	Mouse	97	RAB30, member RAS oncogene family	miRNA	mRNA
miR-29c-3p	Pcdhac2	Mouse	97	protocadherin alpha subfamily C, 2	miRNA	mRNA
miR-29c-3p	Pcdha3	Mouse	97	protocadherin alpha 3	miRNA	mRNA
miR-29c-3p	Pcdha4	Mouse	97	protocadherin alpha 4	miRNA	mRNA
